"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr","rel_status"
"Calystegia pellita",1,FALSE,483542,"Convolvulaceae","Calystegia","Perennial","Non-Woody","Non-Woody","Perennial",247,291711.653890761,"Accepted",483542,"Calystegia pellita",NA,"Genus in Europe"
"Calystegia pubescens",2,FALSE,483547,"Convolvulaceae","Calystegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Calystegia purpurata",1,FALSE,483549,"Convolvulaceae","Calystegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Calystegia spithamaea",2,FALSE,483587,"Convolvulaceae","Calystegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Calystegia × pulchra",1,FALSE,483548,"Convolvulaceae","Calystegia",NA,NA,"Non-Woody","Perennial",478,740738.868702489,"Accepted",483548,"Calystegia × pulchra",1850,"Genus in Europe"
"Camelina laxa",1,FALSE,2694386,"Brassicaceae","Camelina","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,1958,"Genus in Europe"
"Campanula alliariifolia",6,FALSE,363888,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",89,152328.621172746,"Accepted",363888,"Campanula alliariifolia",1943,"Genus in Europe"
"Campanula grandis",1,FALSE,364787,"Campanulaceae","Campanula",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Campanula grandis subsp. grandis",1,FALSE,375978,"Campanulaceae","Campanula",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Campanula hagielia",1,FALSE,364801,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Campanula lactiflora",6,FALSE,364981,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",217,337840.044910821,"Accepted",364981,"Campanula lactiflora",1869,"Genus in Europe"
"Campanula punctata",2,FALSE,365689,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",27,37644.746900396,"Accepted",365689,"Campanula punctata",2005,"Genus in Europe"
"Campanula sarmatica",1,FALSE,366165,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",1,1923.13500397751,"Accepted",366165,"Campanula sarmatica",NA,"Genus in Europe"
"Campanula strigosa",1,FALSE,366456,"Campanulaceae","Campanula","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Campanula tomentosa",1,FALSE,366530,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",1,2872.05558916273,"Accepted",366530,"Campanula tomentosa",NA,"Genus in Europe"
"Campanula tridentata",1,FALSE,366588,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",1,1923.13500397751,"Accepted",366588,"Campanula tridentata",NA,"Genus in Europe"
"Campeiostachys dahurica",2,FALSE,3302491,"Poaceae","Campeiostachys",NA,NA,NA,NA,NA,NA,NA,NA,NA,1961,"Genus in Europe"
"Caragana arborescens",29,FALSE,2698707,"Fabaceae","Caragana","Perennial","Woody","Woody","Perennial",1615,2560619.31330242,"Accepted",2698707,"Caragana arborescens",1791,"Genus in Europe"
"Caragana aurantiaca",1,FALSE,2698711,"Fabaceae","Caragana","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Caragana boisii",1,FALSE,2698716,"Fabaceae","Caragana","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Caragana decorticans",1,FALSE,2698751,"Fabaceae","Caragana","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Caragana densa",1,FALSE,2698753,"Fabaceae","Caragana","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Caragana franchetiana",1,FALSE,2698760,"Fabaceae","Caragana","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Caragana grandiflora",1,FALSE,2698776,"Fabaceae","Caragana","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Caragana microphylla",2,FALSE,2698820,"Fabaceae","Caragana","Perennial","Woody","Woody","Perennial",3,9522.54151264586,"Accepted",2698820,"Caragana microphylla",NA,"Genus in Europe"
"Caragana pygmaea",2,FALSE,2698851,"Fabaceae","Caragana","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Caragana sinica",3,FALSE,2698870,"Fabaceae","Caragana","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Caragana spinosa",1,FALSE,2698876,"Fabaceae","Caragana","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Cardamine chenopodiifolia",1,FALSE,2699586,"Brassicaceae","Cardamine",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Cardamine occulta",1,FALSE,2700178,"Brassicaceae","Cardamine",NA,NA,"Non-Woody","Perennial",253,429919.341315047,"Accepted",2700178,"Cardamine occulta",NA,"Genus in Europe"
"Cardamine uliginosa",3,FALSE,2700537,"Brassicaceae","Cardamine","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carduus baeocephalus",1,FALSE,3040663,"Asteraceae","Carduus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carduus ballii",1,FALSE,3040841,"Asteraceae","Carduus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carduus bourgaei",2,FALSE,3040843,"Asteraceae","Carduus",NA,"Non-Woody","Non-Woody","Perennial",13,33055.6137340094,"Accepted",3040843,"Carduus bourgaei",NA,"Genus in Europe"
"Carduus chevallieri",1,FALSE,3040875,"Asteraceae","Carduus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carduus clavulatus",3,FALSE,3040882,"Asteraceae","Carduus",NA,"Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carduus onopordioides",1,FALSE,3041108,"Asteraceae","Carduus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carduus spachianus",1,FALSE,3041168,"Asteraceae","Carduus",NA,NA,"Non-Woody","Perennial",1,3350.01284268237,"Accepted",3041168,"Carduus spachianus",NA,"Genus in Europe"
"Carduus squarrosus",1,FALSE,3041178,"Asteraceae","Carduus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carex canariensis",1,FALSE,225261,"Cyperaceae","Carex","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carex demissa subsp. cedercreutzii",1,FALSE,470151,"Cyperaceae","Carex",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carex elynoides",1,FALSE,226325,"Cyperaceae","Carex","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carex grayi",1,FALSE,227118,"Cyperaceae","Carex","Perennial","Non-Woody","Non-Woody","Perennial",314,543769.115091599,"Accepted",227118,"Carex grayi",2010,"Genus in Europe"
"Carex gynandra",1,FALSE,227150,"Cyperaceae","Carex","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carex macrosolen",1,FALSE,228427,"Cyperaceae","Carex","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carex morrowii",1,FALSE,228791,"Cyperaceae","Carex","Perennial","Non-Woody","Non-Woody","Perennial",75,110492.948943715,"Accepted",228791,"Carex morrowii",1950,"Genus in Europe"
"Carex pachystylis",1,FALSE,229395,"Cyperaceae","Carex","Perennial","Non-Woody","Non-Woody","Perennial",1,1261.22948151702,"Accepted",229395,"Carex pachystylis",NA,"Genus in Europe"
"Carex straminea",1,FALSE,231196,"Cyperaceae","Carex","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,1990,"Genus in Europe"
"Carex vulcani",1,FALSE,232072,"Cyperaceae","Carex","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carlina libanotica",1,FALSE,3040056,"Asteraceae","Carlina",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carlina oligocephala",2,FALSE,3040057,"Asteraceae","Carlina",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carlina salicifolia",3,FALSE,3040081,"Asteraceae","Carlina","Perennial","Non-Woody","Non-Woody","Perennial",6,18262.0633726022,"Accepted",3040081,"Carlina salicifolia",NA,"Genus in Europe"
"Carlina xeranthemoides",2,FALSE,3040124,"Asteraceae","Carlina","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Caroxylon ericoides",1,FALSE,2606559,"Amaranthaceae","Caroxylon","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Caroxylon orientale",1,FALSE,2701213,"Amaranthaceae","Caroxylon","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Caroxylon tetragonum",2,FALSE,2701220,"Amaranthaceae","Caroxylon",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Caroxylon volkensii",1,FALSE,2606581,"Amaranthaceae","Caroxylon","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carthamus lanatus subsp. turkestanicus",1,FALSE,3047523,"Asteraceae","Carthamus","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carthamus oxyacanthus",4,FALSE,3047469,"Asteraceae","Carthamus",NA,NA,"Non-Woody","Annual",1,2294.85316422695,"Accepted",3047469,"Carthamus oxyacanthus",NA,"Genus in Europe"
"Carthamus persicus",3,FALSE,3047630,"Asteraceae","Carthamus","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carthamus tenuis",10,FALSE,3047659,"Asteraceae","Carthamus","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Carthamus tinctorius",39,FALSE,2900984,"Asteraceae","Carthamus","Annual","Non-Woody","Non-Woody","Annual",863,1726559.03702434,"Accepted",2900984,"Carthamus tinctorius",1804,"Genus in Europe"
"Castanea crenata",8,FALSE,34949,"Fagaceae","Castanea","Perennial","Woody","Woody","Perennial",22,42864.7077218677,"Accepted",34949,"Castanea crenata",NA,"Genus in Europe"
"Castanea dentata",4,FALSE,34965,"Fagaceae","Castanea","Perennial","Woody","Woody","Perennial",2,4742.85416429082,"Accepted",34965,"Castanea dentata",NA,"Genus in Europe"
"Castanea mollissima",4,FALSE,35016,"Fagaceae","Castanea","Perennial","Woody","Woody","Perennial",2,3145.66356138971,"Accepted",35016,"Castanea mollissima",NA,"Genus in Europe"
"Castanea pumila",1,FALSE,35028,"Fagaceae","Castanea","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Castanea seguinii",1,FALSE,35054,"Fagaceae","Castanea","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Celtis caucasica",5,FALSE,2708204,"Cannabaceae","Celtis","Perennial","Woody","Woody","Perennial",5,9822.58468754014,"Accepted",2708204,"Celtis caucasica",NA,"Genus in Europe"
"Celtis occidentalis",10,FALSE,2708380,"Cannabaceae","Celtis","Perennial","Woody","Woody","Perennial",225,462824.919438749,"Accepted",2708380,"Celtis occidentalis",1805,"Genus in Europe"
"Cenchrus americanus",1,FALSE,462670,"Poaceae","Cenchrus","Annual","Non-Woody","Non-Woody","Annual",137,273469.545469207,"Accepted",462670,"Cenchrus americanus",NA,"Genus in Europe"
"Cenchrus longisetus",2,FALSE,403956,"Poaceae","Cenchrus","Perennial","Non-Woody","Non-Woody","Perennial",141,273390.931637651,"Accepted",403956,"Cenchrus longisetus",1913,"Genus in Europe"
"Cenchrus longispinus",1,FALSE,403957,"Poaceae","Cenchrus","Annual","Non-Woody","Non-Woody","Annual",59,113109.422950993,"Accepted",403957,"Cenchrus longispinus",1838,"Genus in Europe"
"Cenchrus orientalis",1,FALSE,462604,"Poaceae","Cenchrus","Perennial","Non-Woody","Non-Woody","Perennial",4,8388.55945536349,"Accepted",462604,"Cenchrus orientalis",NA,"Genus in Europe"
"Cenchrus purpureus",1,FALSE,462651,"Poaceae","Cenchrus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Cenchrus setaceus",3,FALSE,462634,"Poaceae","Cenchrus","Perennial","Non-Woody","Non-Woody","Perennial",170,349507.334365948,"Accepted",462634,"Cenchrus setaceus",1989,"Genus in Europe"
"Cenchrus spinifex",1,FALSE,404022,"Poaceae","Cenchrus",NA,"Non-Woody","Non-Woody","Perennial",41,83366.0101069097,"Accepted",404022,"Cenchrus spinifex",1888,"Genus in Europe"
"Centaurea acaulis",2,FALSE,3047697,"Asteraceae","Centaurea","Perennial",NA,"Non-Woody","Perennial",15,30189.9450526817,"Accepted",3047697,"Centaurea acaulis",NA,"Genus in Europe"
"Centaurea aggregata",3,FALSE,3047479,"Asteraceae","Centaurea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea aucheri",3,FALSE,3047967,"Asteraceae","Centaurea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea behen",7,FALSE,3048003,"Asteraceae","Centaurea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea bruguieriana",1,FALSE,3048096,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea carduiformis",3,FALSE,3048161,"Asteraceae","Centaurea","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea cariensis",3,FALSE,3048030,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea cariensis subsp. longipapposa",1,FALSE,3048033,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea cassia",1,FALSE,3048178,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea cheirolopha",4,FALSE,3048238,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea consanguinea",1,FALSE,3048419,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea cyanoides",2,FALSE,3048455,"Asteraceae","Centaurea","Annual","Non-Woody","Non-Woody","Annual",1,1735.89518475752,"Accepted",3048455,"Centaurea cyanoides",1947,"Genus in Europe"
"Centaurea ensiformis",1,FALSE,3048891,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea eryngioides",2,FALSE,3048909,"Asteraceae","Centaurea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea fenzlii",1,FALSE,3049452,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea fragilis",1,FALSE,3049479,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea gentilii",1,FALSE,2926037,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea glomerata",1,FALSE,3049541,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",2,5798.37285628857,"Accepted",3049541,"Centaurea glomerata",NA,"Genus in Europe"
"Centaurea imperialis",2,FALSE,3049705,"Asteraceae","Centaurea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea infestans",1,FALSE,3049715,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea kotschyi",1,FALSE,3049855,"Asteraceae","Centaurea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea kurdica",1,FALSE,3049881,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea litardierei",1,FALSE,3050037,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea lycopifolia",1,FALSE,3050055,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea macrocephala",5,FALSE,3050068,"Asteraceae","Centaurea","Perennial","Non-Woody","Non-Woody","Perennial",244,414931.831883834,"Accepted",3050068,"Centaurea macrocephala",1848,"Genus in Europe"
"Centaurea nana",1,FALSE,3050102,"Asteraceae","Centaurea","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea nemecii",2,FALSE,3050193,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea pallescens",5,FALSE,3050353,"Asteraceae","Centaurea","Annual","Non-Woody","Non-Woody","Annual",3,5467.01088887084,"Accepted",3050353,"Centaurea pallescens",1892,"Genus in Europe"
"Centaurea pinetorum",2,FALSE,3048960,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea polyclada",2,FALSE,3048977,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea polypodiifolia",9,FALSE,3048987,"Asteraceae","Centaurea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea procurrens",6,FALSE,3049026,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea rhizantha",1,FALSE,3049225,"Asteraceae","Centaurea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea rigida",1,FALSE,3049233,"Asteraceae","Centaurea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea saligna",1,FALSE,3049293,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea sivasica",1,FALSE,3050614,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea stapfiana",1,FALSE,3050706,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea urvillei",5,FALSE,3050946,"Asteraceae","Centaurea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Centaurea virgata",15,FALSE,3050984,"Asteraceae","Centaurea","Perennial","Non-Woody","Non-Woody","Perennial",3,5467.01088887084,"Accepted",3050984,"Centaurea virgata",NA,"Genus in Europe"
"Centaurea virgata subsp. squarrosa",6,FALSE,3050992,"Asteraceae","Centaurea",NA,NA,"Non-Woody","Perennial",3,5467.01088887084,"Accepted",3050992,"Centaurea virgata subsp. squarrosa",NA,"Genus in Europe"
"Cephalaria balkharica",1,FALSE,2709306,"Caprifoliaceae","Cephalaria","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Cephalaria gigantea",3,FALSE,2709348,"Caprifoliaceae","Cephalaria","Perennial","Non-Woody","Non-Woody","Perennial",192,299102.134960009,"Accepted",2709348,"Cephalaria gigantea",1870,"Genus in Europe"
"Cephalaria hirsuta",1,FALSE,2709356,"Caprifoliaceae","Cephalaria","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Cephalaria microcephala",3,FALSE,2709390,"Caprifoliaceae","Cephalaria","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Cephalaria procera",3,FALSE,2709407,"Caprifoliaceae","Cephalaria","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Cephalaria setosa",1,FALSE,2709417,"Caprifoliaceae","Cephalaria","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Cephalaria speciosa",2,FALSE,2709424,"Caprifoliaceae","Cephalaria","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Cerastium purpurascens",1,FALSE,2710776,"Caryophyllaceae","Cerastium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Cerastium velutinum",1,FALSE,2710992,"Caryophyllaceae","Cerastium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Cercis canadensis",1,FALSE,2711403,"Fabaceae","Cercis","Perennial","Woody","Woody","Perennial",24,50347.5417078576,"Accepted",2711403,"Cercis canadensis",NA,"Genus in Europe"
"Cercis chinensis",1,FALSE,2711415,"Fabaceae","Cercis","Perennial","Woody","Woody","Perennial",11,19980.9820240848,"Accepted",2711415,"Cercis chinensis",NA,"Genus in Europe"
"Cercis griffithii",1,FALSE,2711426,"Fabaceae","Cercis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Cercis occidentalis",3,FALSE,2711433,"Fabaceae","Cercis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Chaerophyllum crinitum",1,FALSE,2714216,"Apiaceae","Chaerophyllum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Chaerophyllum macrospermum",2,FALSE,2714263,"Apiaceae","Chaerophyllum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Chamaecytisus proliferus",48,FALSE,2715412,"Fabaceae","Chamaecytisus","Perennial","Woody","Woody","Perennial",4,10354.1063716312,"Accepted",2715412,"Chamaecytisus proliferus",NA,"Genus in Europe"
"Cheirolophus benoistii",1,FALSE,3046442,"Asteraceae","Cheirolophus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Cheirolophus canariensis",1,FALSE,3046443,"Asteraceae","Cheirolophus","Perennial","Woody","Woody","Perennial",1,3572.22449349669,"Accepted",3046443,"Cheirolophus canariensis",NA,"Genus in Europe"
"Cheirolophus teydis",2,FALSE,3046525,"Asteraceae","Cheirolophus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Chenopodium giganteum",2,FALSE,2717345,"Amaranthaceae","Chenopodium","Annual","Non-Woody","Non-Woody","Annual",348,656968.891206298,"Accepted",2717345,"Chenopodium giganteum",1874,"Genus in Europe"
"Chenopodium nutans",1,FALSE,2913641,"Amaranthaceae","Chenopodium","Perennial","Woody","Woody","Perennial",4,11024.0581508364,"Accepted",2913641,"Chenopodium nutans",NA,"Genus in Europe"
