"taxon_name","n","native_to_europe","wcvp_accepted_id","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","min_fr"
"Astragalus armatus",1,FALSE,2657625,"Fabaceae","Astragalus","Perennial",NA,"Non-Woody","Perennial",NA
"Astragalus arnacantha",1,TRUE,2657629,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus asper",8,TRUE,2657669,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus australis",8,TRUE,2657734,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus austriacus",9,TRUE,2657743,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus baionensis",2,TRUE,2657805,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus balearicus",1,TRUE,2657824,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus boeticus",4,TRUE,2657983,"Fabaceae","Astragalus","Annual","Non-Woody","Non-Woody","Annual",1897
"Astragalus buchtormensis",1,TRUE,2658106,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus callichrous",1,FALSE,2658152,"Fabaceae","Astragalus","Annual","Non-Woody","Non-Woody","Annual",NA
"Astragalus caprinus",1,TRUE,2658234,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus caraganae",1,FALSE,2658243,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus caucasicus",1,FALSE,2658282,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus cicer",20,TRUE,2658442,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",1807
"Astragalus contortuplicatus",1,TRUE,2658579,"Fabaceae","Astragalus","Annual","Non-Woody","Non-Woody","Annual",NA
"Astragalus cornutus",3,TRUE,2658599,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus creticus",9,TRUE,2658644,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus dactylocarpus subsp. acinacifer",1,FALSE,2658752,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus danicus",13,TRUE,2658773,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus dasyanthus",5,TRUE,2658787,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus densiflorus",1,FALSE,2658856,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus densifolius",1,FALSE,2658859,"Fabaceae","Astragalus",NA,NA,"Non-Woody","Perennial",NA
"Astragalus depressus",3,TRUE,2658871,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus echinatus",3,TRUE,2659078,"Fabaceae","Astragalus","Annual","Non-Woody","Non-Woody","Annual",NA
"Astragalus echinus",2,FALSE,2659082,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus eriocarpus",1,FALSE,2659188,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus exscapus",7,TRUE,2659270,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus exscapus subsp. pubiflorus",1,TRUE,2659272,"Fabaceae","Astragalus",NA,NA,"Non-Woody","Perennial",NA
"Astragalus exscapus subsp. transsilvanicus",1,TRUE,2931862,"Fabaceae","Astragalus",NA,NA,"Non-Woody","Perennial",NA
"Astragalus fraxinifolius",3,TRUE,2659422,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus frigidus",16,TRUE,2659431,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus galegiformis",1,FALSE,2659465,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus glycyphylloides",1,TRUE,2659598,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus glycyphyllos",56,TRUE,2659600,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",1989
"Astragalus gombo",2,FALSE,2659613,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus granatensis",1,TRUE,2659656,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus gummifer",6,FALSE,2659706,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus hamosus",9,TRUE,2659753,"Fabaceae","Astragalus","Annual","Non-Woody","Non-Woody","Annual",1893
"Astragalus heterophyllus",1,FALSE,2659836,"Fabaceae","Astragalus",NA,NA,"Non-Woody","Perennial",NA
"Astragalus hypoglottis",1,TRUE,2659961,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus lagopoides",3,FALSE,2660429,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus leontinus",5,TRUE,2660603,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus macropus",1,TRUE,2660864,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus microcephalus",4,TRUE,2661091,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus microcephalus subsp. microcephalus",1,TRUE,3242204,"Fabaceae","Astragalus",NA,NA,"Non-Woody","Perennial",NA
"Astragalus mongholicus",2,FALSE,2661222,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus monspessulanus",22,TRUE,2661230,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus nevadensis",2,TRUE,2661403,"Fabaceae","Astragalus",NA,NA,"Non-Woody","Perennial",NA
"Astragalus nitidiflorus",1,TRUE,2661456,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus norvegicus",4,TRUE,2661476,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus odoratus",2,TRUE,2661564,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",1930
"Astragalus oleifolius",2,FALSE,2661571,"Fabaceae","Astragalus",NA,NA,"Non-Woody","Perennial",NA
"Astragalus onobrychis",34,TRUE,2661603,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",1893
"Astragalus ovatus",1,FALSE,2661675,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus penduliflorus",11,TRUE,2661846,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",1880
"Astragalus pinetorum",2,FALSE,2661941,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus ponticus",11,TRUE,2662035,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus psoraloides",2,FALSE,2662220,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus puberulus",1,FALSE,2662234,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus rumelicus",1,TRUE,2662524,"Fabaceae","Astragalus",NA,NA,"Non-Woody","Perennial",NA
"Astragalus scorpioides",1,TRUE,2662700,"Fabaceae","Astragalus","Annual","Non-Woody","Non-Woody","Annual",1950
"Astragalus sempervirens",11,TRUE,2662737,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus sesameus",1,TRUE,2662772,"Fabaceae","Astragalus","Annual","Non-Woody","Non-Woody","Annual",NA
"Astragalus siculus",1,TRUE,2662829,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus sinaicus",1,TRUE,2662860,"Fabaceae","Astragalus","Annual","Non-Woody","Non-Woody","Annual",NA
"Astragalus sirinicus",3,TRUE,2662873,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus spruneri",2,TRUE,2662963,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus stella",1,TRUE,2662975,"Fabaceae","Astragalus","Annual","Non-Woody","Non-Woody","Annual",1892
"Astragalus stevenianus",1,FALSE,2663006,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus subuliformis",1,TRUE,2663130,"Fabaceae","Astragalus","Perennial",NA,"Non-Woody","Perennial",NA
"Astragalus sulcatus",2,TRUE,2663146,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus testiculatus",1,TRUE,2663331,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus tragacantha",2,TRUE,2663422,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus turolensis",1,TRUE,2663539,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus utriger",3,TRUE,2663604,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astragalus varius",5,TRUE,2663634,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astragalus vesicarius",6,TRUE,2663684,"Fabaceae","Astragalus","Perennial",NA,"Non-Woody","Perennial",NA
"Astragalus vesicarius subsp. vesicarius",1,TRUE,3242601,"Fabaceae","Astragalus",NA,NA,"Non-Woody","Perennial",NA
"Astragalus zingeri",1,TRUE,2663927,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA
"Astranthium integrifolium",1,FALSE,3104158,"Asteraceae","Astranthium","Annual","Non-Woody","Non-Woody","Annual",NA
"Astrantia carniolica",1,TRUE,2663950,"Apiaceae","Astrantia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astrantia major",17,TRUE,2663972,"Apiaceae","Astrantia","Perennial","Non-Woody","Non-Woody","Perennial",1700
"Astrantia major subsp. major",1,TRUE,3262141,"Apiaceae","Astrantia",NA,NA,"Non-Woody","Perennial",NA
"Astrantia minor",4,TRUE,2663985,"Apiaceae","Astrantia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Astrodaucus littoralis",1,TRUE,2664064,"Apiaceae","Astrodaucus","Annual","Non-Woody","Non-Woody","Annual",NA
"Astrodaucus orientalis",14,TRUE,2664065,"Apiaceae","Astrodaucus",NA,"Non-Woody","Non-Woody","Annual",1847
"Astydamia latifolia",7,FALSE,2664279,"Apiaceae","Astydamia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Asyneuma amplexicaule",1,FALSE,360673,"Campanulaceae","Asyneuma","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Asyneuma argutum",1,FALSE,360681,"Campanulaceae","Asyneuma","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Asyneuma canescens",6,TRUE,360693,"Campanulaceae","Asyneuma","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Asyneuma ekimianum",1,FALSE,360713,"Campanulaceae","Asyneuma","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Asyneuma giganteum",1,TRUE,360721,"Campanulaceae","Asyneuma","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Asyneuma limonifolium",4,TRUE,360736,"Campanulaceae","Asyneuma","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Asyneuma rigidum",1,FALSE,360778,"Campanulaceae","Asyneuma","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Athamanta cretensis",7,TRUE,2664669,"Apiaceae","Athamanta","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Athamanta macedonica",2,TRUE,2664706,"Apiaceae","Athamanta","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Athamanta macedonica subsp. albanica",1,TRUE,2664707,"Apiaceae","Athamanta",NA,NA,"Non-Woody","Perennial",NA
"Athamanta montana",1,FALSE,2664717,"Apiaceae","Athamanta","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Athamanta turbith",1,TRUE,2664745,"Apiaceae","Athamanta","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Athamanta turbith subsp. hungarica",1,TRUE,2664747,"Apiaceae","Athamanta",NA,NA,"Non-Woody","Perennial",NA
"Athamanta vestita",1,TRUE,2664751,"Apiaceae","Athamanta",NA,NA,"Non-Woody","Perennial",NA
"Athyrium distentifolium",5,TRUE,3173148,"Aspleniaceae","Athyrium",NA,NA,"Non-Woody","Perennial",NA
"Athyrium filix-femina",29,TRUE,3149492,"Aspleniaceae","Athyrium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Atocion armeria",8,TRUE,2664863,"Caryophyllaceae","Atocion","Annual","Non-Woody","Non-Woody","Annual",1718
"Atocion rupestre",10,TRUE,2664869,"Caryophyllaceae","Atocion","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Atractylis cancellata",1,TRUE,3040189,"Asteraceae","Atractylis","Annual","Non-Woody","Non-Woody","Annual",NA
"Atractylis carduus",1,FALSE,3040194,"Asteraceae","Atractylis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Atractylis humilis",2,TRUE,3040209,"Asteraceae","Atractylis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Atraphaxis billardierei",4,TRUE,2664927,"Polygonaceae","Atraphaxis",NA,NA,"Woody","Perennial",NA
"Atraphaxis spinosa",1,TRUE,2664973,"Polygonaceae","Atraphaxis","Perennial","Woody","Woody","Perennial",NA
"Atriplex cana",2,TRUE,2665118,"Amaranthaceae","Atriplex","Perennial","Woody","Woody","Perennial",NA
"Atriplex dimorphostegia",1,FALSE,2665227,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",1962
"Atriplex glabriuscula",5,TRUE,2665299,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",NA
"Atriplex glauca",9,TRUE,2665303,"Amaranthaceae","Atriplex","Perennial","Woody","Woody","Perennial",1864
"Atriplex halimus",67,TRUE,2665336,"Amaranthaceae","Atriplex","Perennial","Woody","Woody","Perennial",1885
"Atriplex hortensis",20,TRUE,2665365,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",1752
"Atriplex laciniata",6,TRUE,2665407,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",1823
"Atriplex lanfrancoi",1,TRUE,2899331,"Amaranthaceae","Atriplex",NA,NA,"Non-Woody","Annual",NA
"Atriplex littoralis",18,TRUE,2665459,"Amaranthaceae","Atriplex",NA,"Non-Woody","Non-Woody","Annual",1977
"Atriplex micrantha",1,TRUE,2665494,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",1920
"Atriplex mollis",1,TRUE,2665510,"Amaranthaceae","Atriplex","Perennial","Woody","Woody","Perennial",NA
"Atriplex nudicaulis",1,TRUE,2665553,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",NA
"Atriplex nummularia",1,FALSE,2665554,"Amaranthaceae","Atriplex","Perennial","Woody","Woody","Perennial",NA
"Atriplex oblongifolia",8,TRUE,2665574,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",1850
"Atriplex patula",40,TRUE,2665629,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",1937
"Atriplex pedunculata",4,TRUE,2665655,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",NA
"Atriplex portulacoides",41,TRUE,2665685,"Amaranthaceae","Atriplex","Perennial","Woody","Woody","Perennial",NA
"Atriplex prostrata",27,TRUE,2665694,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",2009
"Atriplex prostrata subsp. calotheca",24,TRUE,2665698,"Amaranthaceae","Atriplex",NA,NA,"Non-Woody","Annual",NA
"Atriplex rosea",4,TRUE,2665739,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",1658
"Atriplex sagittata",17,TRUE,2665762,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",1810
"Atriplex semibaccata",2,FALSE,2665777,"Amaranthaceae","Atriplex","Perennial","Woody","Woody","Perennial",1947
"Atriplex semilunaris",3,FALSE,2665787,"Amaranthaceae","Atriplex","Perennial","Non-Woody","Non-Woody","Perennial",1963
"Atriplex sibirica",1,FALSE,2665798,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",1777
"Atriplex sphaeromorpha",1,TRUE,3017365,"Amaranthaceae","Atriplex",NA,NA,"Non-Woody","Annual",NA
"Atriplex tatarica",21,TRUE,2665846,"Amaranthaceae","Atriplex","Annual","Non-Woody","Non-Woody","Annual",1791
"Atriplex tornabenei",3,TRUE,2665866,"Amaranthaceae","Atriplex",NA,NA,"Non-Woody","Annual",NA
"Atriplex turcomanica",4,FALSE,2665887,"Amaranthaceae","Atriplex","Perennial","Woody","Woody","Perennial",NA
"Atriplex verrucifera",5,TRUE,2665904,"Amaranthaceae","Atriplex","Perennial","Woody","Woody","Perennial",NA
"Atropa bella-donna",31,TRUE,2665943,"Solanaceae","Atropa","Perennial","Non-Woody","Non-Woody","Perennial",1791
"Aubrieta columnae",2,TRUE,2666127,"Brassicaceae","Aubrieta","Perennial","Non-Woody","Non-Woody","Perennial",1896
"Aubrieta deltoidea",9,TRUE,2666134,"Brassicaceae","Aubrieta","Perennial","Non-Woody","Non-Woody","Perennial",1889
"Aubrieta libanotica",1,FALSE,2666169,"Brassicaceae","Aubrieta","Perennial",NA,"Non-Woody","Perennial",NA
"Aubrieta olympica",1,FALSE,2666170,"Brassicaceae","Aubrieta","Perennial",NA,"Non-Woody","Perennial",NA
"Aubrieta pinardi",1,FALSE,2666173,"Brassicaceae","Aubrieta",NA,NA,"Non-Woody","Perennial",NA
"Aucuba japonica",10,FALSE,17884,"Garryaceae","Aucuba","Perennial","Woody","Woody","Perennial",1844
"Aurinia leucadea",1,TRUE,2666573,"Brassicaceae","Aurinia","Perennial","Woody","Woody","Perennial",NA
"Aurinia petraea",4,TRUE,2666580,"Brassicaceae","Aurinia","Perennial","Non-Woody","Non-Woody","Perennial",1915
"Aurinia saxatilis",23,TRUE,2666583,"Brassicaceae","Aurinia","Perennial","Non-Woody","Non-Woody","Perennial",1662
"Aurinia saxatilis subsp. orientalis",1,TRUE,2666586,"Brassicaceae","Aurinia",NA,NA,"Non-Woody","Perennial",NA
"Aurinia sinuata",2,TRUE,2666587,"Brassicaceae","Aurinia","Perennial","Woody","Woody","Perennial",NA
"Autonoe haemorrhoidalis",1,FALSE,275934,"Asparagaceae","Autonoe","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Autonoe latifolia",1,FALSE,275936,"Asparagaceae","Autonoe","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Autonoe madeirensis",1,FALSE,275937,"Asparagaceae","Autonoe","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Avena barbata",16,TRUE,397352,"Poaceae","Avena","Annual","Non-Woody","Non-Woody","Annual",1824
"Avena brevis",1,TRUE,397383,"Poaceae","Avena","Annual","Non-Woody","Non-Woody","Annual",1865
"Avena byzantina",1,TRUE,397404,"Poaceae","Avena","Annual","Non-Woody","Non-Woody","Annual",1939
"Avena chinensis",1,TRUE,397433,"Poaceae","Avena","Annual","Non-Woody","Non-Woody","Annual",NA
"Avena fatua",28,TRUE,397488,"Poaceae","Avena","Annual","Non-Woody","Non-Woody","Annual",793
"Avena longiglumis",1,TRUE,397655,"Poaceae","Avena","Annual","Non-Woody","Non-Woody","Annual",NA
"Avena nuda",3,TRUE,397722,"Poaceae","Avena","Annual","Non-Woody","Non-Woody","Annual",1830
"Avena sativa",96,FALSE,397860,"Poaceae","Avena","Annual","Non-Woody","Non-Woody","Annual",1791
"Avena sterilis",31,TRUE,397959,"Poaceae","Avena","Annual","Non-Woody","Non-Woody","Annual",1811
"Avena sterilis subsp. ludoviciana",1,TRUE,397967,"Poaceae","Avena",NA,NA,"Non-Woody","Annual",NA
"Avena strigosa",6,TRUE,397998,"Poaceae","Avena","Annual","Non-Woody","Non-Woody","Annual",1790
"Avenella flexuosa",110,TRUE,398171,"Poaceae","Avenella","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Avenella foliosa",1,FALSE,398175,"Poaceae","Avenella","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Avenula pubescens",38,TRUE,398317,"Poaceae","Avenula","Perennial","Non-Woody","Non-Woody","Perennial",1937
"Averrhoa carambola",1,FALSE,2666746,"Oxalidaceae","Averrhoa","Perennial","Woody","Woody","Perennial",NA
"Azadirachta indica",1,FALSE,2667002,"Meliaceae","Azadirachta","Perennial","Woody","Woody","Perennial",NA
"Azolla filiculoides",3,FALSE,3145489,"Salviniaceae","Azolla",NA,"Non-Woody","Non-Woody",NA,1870
"Baccharis halimifolia",3,FALSE,3097814,"Asteraceae","Baccharis","Perennial","Woody","Woody","Perennial",1683
"Baldellia ranunculoides",3,TRUE,300116,"Alismataceae","Baldellia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Ballota nigra",59,TRUE,19633,"Lamiaceae","Ballota","Perennial","Non-Woody","Non-Woody","Perennial",1400
"Ballota nigra subsp. foetida",7,TRUE,19635,"Lamiaceae","Ballota",NA,NA,"Non-Woody","Perennial",NA
"Ballota saxatilis",4,FALSE,19668,"Lamiaceae","Ballota","Perennial",NA,"Non-Woody","Perennial",NA
"Baptisia australis",1,FALSE,2669494,"Fabaceae","Baptisia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Barbarea intermedia",5,TRUE,2669654,"Brassicaceae","Barbarea","Perennial","Non-Woody","Non-Woody","Perennial",1658
"Barbarea plantaginea",1,FALSE,2669685,"Brassicaceae","Barbarea",NA,"Non-Woody","Non-Woody","Perennial",NA
"Barbarea rupicola",1,TRUE,2669694,"Brassicaceae","Barbarea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Barbarea stricta",11,TRUE,2669701,"Brassicaceae","Barbarea","Perennial","Non-Woody","Non-Woody","Perennial",1840
"Barbarea verna",8,TRUE,2669710,"Brassicaceae","Barbarea","Perennial","Non-Woody","Non-Woody","Perennial",1600
"Barbarea vulgaris",45,TRUE,2669712,"Brassicaceae","Barbarea","Perennial","Non-Woody","Non-Woody","Perennial",1600
"Barbarea vulgaris subsp. arcuata",6,TRUE,2669714,"Brassicaceae","Barbarea",NA,NA,"Non-Woody","Perennial",NA
"Barnardia numidica",1,TRUE,300284,"Asparagaceae","Barnardia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Bartsia alpina",18,TRUE,2670487,"Orobanchaceae","Bartsia",NA,"Non-Woody","Non-Woody",NA,NA
"Basella alba",1,FALSE,360840,"Basellaceae","Basella","Perennial","Non-Woody","Non-Woody","Perennial",1901
"Bassia hyssopifolia",1,TRUE,2670803,"Amaranthaceae","Bassia","Annual","Non-Woody","Non-Woody","Annual",1861
